Ident,Type,Origin,Origin Name,Origin City,Destination,Destination Name,Destination City,Departure Time,Arrival Time,Enroute
EGF2978,E145/Q ,KGRR,Gerald R. Ford Intl,"Grand Rapids, MI",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:47,7/11/13 22:31,2:44
EGF2807,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGRK,Robert Gray Aaf,"Fort Hood/Killeen, TX",7/11/13 19:47,7/11/13 20:12,0:25
EGF3429,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KJLN,Joplin Rgnl,"Joplin, MO",7/11/13 19:48,7/11/13 20:42,0:54
CPZ5692,E170/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",7/11/13 19:49,7/11/13 21:57,2:08
EGF3263,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KACT,Waco Rgnl,"Waco, TX",7/11/13 19:49,7/11/13 20:07,0:18
AAL1827,MD83/Q ,KMCI,Kansas City Intl,"Kansas City, MO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:50,7/11/13 21:17,1:27
N5285P,M20K/T ,KGJT,Grand Junction Regional,"Grand Junction, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:50,7/11/13 19:50,n/a
DAL1665,A320/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSLC,Salt Lake City Intl,"Salt Lake City, UT",7/11/13 19:51,7/11/13 22:02,2:11
ASQ2540,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTLH,Tallahassee Rgnl,"Tallahassee, FL",7/11/13 19:51,7/11/13 21:40,1:49
AAL1625,MD80/Q ,KPIT,Pittsburgh Intl,"Pittsburgh, PA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:51,7/11/13 22:50,2:59
AAL2052,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KOKC,Will Rogers World,"Oklahoma City, OK",7/11/13 19:52,7/11/13 20:26,0:34
AAL1501,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAS,McCarran Intl,"Las Vegas, NV",7/11/13 19:52,7/11/13 22:09,2:17
AAL525,MD83/Q ,KRDU,Raleigh-Durham Intl,"Raleigh/Durham, NC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:53,7/11/13 22:20,2:27
AAL1632,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KJAX,Jacksonville Intl,"Jacksonville, FL",7/11/13 19:53,7/11/13 21:54,2:01
AAL1491,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSFO,San Francisco Intl,"San Francisco, CA",7/11/13 19:54,7/11/13 23:08,3:14
AAL1720,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAD,Washington Dulles Intl,"Washington, DC",7/11/13 19:54,7/11/13 23:06,3:12
EGF2953,E135/Q ,MMMM,General Francisco J. Mujica Int'l,"Morelia, Michoacan",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:55,7/11/13 22:18,2:23
EGF3008,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLIT,Bill And Hillary Clinton National/Adams Field,"Little Rock, AR",7/11/13 19:55,7/11/13 20:46,0:51
SKW5585,CRJ7/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSFO,San Francisco Intl,"San Francisco, CA",7/11/13 19:56,7/11/13 23:01,3:05
AAL544,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIND,Indianapolis Intl,"Indianapolis, IN",7/11/13 19:56,7/11/13 21:40,1:44
EGF3090,CRJ7/Q ,KASE,Aspen-Pitkin County,"Aspen, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:57,7/11/13 21:37,1:40
N800HW,C550/L ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSHV,Shreveport Rgnl,"Shreveport, LA",7/11/13 19:57,7/11/13 20:40,0:43
AAL1015,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSEA,Seattle-Tacoma Intl,"Seattle, WA",7/11/13 19:58,7/11/13 23:34,3:36
EGF3430,E135/Q ,KLFT,Lafayette Rgnl,"Lafayette, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:58,7/11/13 21:20,1:22
AAL1742,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTUL,Tulsa Intl,"Tulsa, OK",7/11/13 19:59,7/11/13 20:38,0:39
EGF3238,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KHOU,William P Hobby,"Houston, TX",7/11/13 20:00,7/11/13 20:47,0:47
EGF2840,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBTR,Baton Rouge Metro,"Baton Rouge, LA",7/11/13 20:00,7/11/13 20:58,0:58
EGF2936,E145 ,MMAS,Lic. Jesus Teran Peredo Int'l,"Aguascalientes, Aguascalientes",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:00,7/11/13 22:35,2:35
AAL1971,MD80/Q ,KCMH,Port Columbus Intl,"Columbus, OH",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:01,7/11/13 22:18,2:17
AAL1123,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KELP,El Paso Intl,"El Paso, TX",7/11/13 20:01,7/11/13 21:11,1:10
EGF2773,E145/Q ,KLRD,Laredo Intl,"Laredo, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:02,7/11/13 21:27,1:25
EGF3724,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGSP,Greenville/Spartanburg Intl,"Greer, SC",7/11/13 20:02,7/11/13 22:08,2:06
AAL1537,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",7/11/13 20:03,7/11/13 21:27,1:24
ASQ4518,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLE,Cleveland-Hopkins Intl,"Cleveland, OH",7/11/13 20:03,7/11/13 22:24,2:21
ASA664,B739/Q ,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:04,7/12/13 0:05,4:01
EGF2856,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KJAN,Jackson-Evers Intl,"Jackson, MS",7/11/13 20:04,7/11/13 21:03,0:59
EGF3018,E145/Q ,KHOU,William P Hobby,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:04,7/11/13 20:52,0:48
AAL2107,B738/Q ,MYNN,Lynden Pindling Int'l (Nassau),Nassau,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:04,7/11/13 22:49,2:45
BLK53,BLK,KTXK,Texarkana Rgnl-Webb Field,"Texarkana, AR",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:04,7/11/13 20:44,0:40
SKW5163,CRJ7/Q ,KIAD,Washington Dulles Intl,"Washington, DC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:05,7/11/13 22:43,2:38
AAL456,MD83 ,MMPR,Lic. Gustavo Diaz Ordaz Int'l,"Puerto Vallarta, Jalisco",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:05,7/11/13 22:19,2:14
AAL2089,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCOS,Colorado Sprgs Muni,"Colorado Springs, CO",7/11/13 20:05,7/11/13 21:28,1:23
UAL690,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KORD,Chicago O'Hare Intl,"Chicago, IL",7/11/13 20:05,7/11/13 21:59,1:54
EGF3195,E145/Q ,KSJT,San Angelo Rgnl,"San Angelo, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:05,7/11/13 20:41,0:36
AAL1021,MD80/Q ,KPIT,Pittsburgh Intl,"Pittsburgh, PA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:07,7/11/13 22:55,2:48
FLG3389,CRJ9/Q ,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:07,7/11/13 22:10,2:03
AAL1566,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCMH,Port Columbus Intl,"Columbus, OH",7/11/13 20:07,7/11/13 22:09,2:02
VRD879,A319/L ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAX,Los Angeles Intl,"Los Angeles, CA",7/11/13 20:07,7/11/13 22:51,2:44
ASQ2562,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCAE,Columbia Metropolitan,"Columbia, SC",7/11/13 20:09,7/11/13 22:11,2:02
EGF3287,E135/Q ,KSAF,Santa Fe Muni,"Santa Fe, NM",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:09,7/11/13 21:42,1:33
AAL2210,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",7/11/13 20:09,7/11/13 22:15,2:06
AAL1547,MD83/Q ,KLAS,McCarran Intl,"Las Vegas, NV",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:09,7/11/13 19:12,n/a
AAL594,MD80/Q ,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:10,7/11/13 22:06,1:56
AAL2208,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KHSV,Huntsville Intl,"Huntsville, AL",7/11/13 20:11,7/11/13 21:34,1:23
SIA7974,B744 ,PANC,Anchorage Intl,"Anchorage, AK",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:11,7/12/13 1:56,5:45
SQC7974,B744/Q ,PANC,Anchorage Intl,"Anchorage, AK",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:11,7/12/13 1:59,5:48
EJA898,H25B/Q ,KTEB,Teterboro,"Teterboro, NJ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:12,7/11/13 23:30,3:18
AAL894,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDSM,Des Moines Intl,"Des Moines, IA",7/11/13 20:12,7/11/13 21:43,1:31
SKW5166,CRJ7/Q ,KIAH,Houston Bush Int'ctl,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:13,7/11/13 21:10,0:57
DAL1409,A320/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDTW,Detroit Metro Wayne Co,"Detroit, MI",7/11/13 20:13,7/11/13 22:23,2:10
AAL1465,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KRNO,Reno/Tahoe Intl,"Reno, NV",7/11/13 20:14,7/11/13 23:09,2:55
AAL865,MD83/Q ,KMFE,Mc Allen Miller Intl,"Mc Allen, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:14,7/11/13 21:30,1:16
EGF2980,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCHS,Charleston Afb/Intl,"Charleston, SC",7/11/13 20:15,7/11/13 22:24,2:09
AAL2077,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KAUS,Austin-Bergstrom Intl,"Austin, TX",7/11/13 20:16,7/11/13 20:46,0:30
VRD714,A320/L ,KSFO,San Francisco Intl,"San Francisco, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:16,7/11/13 23:55,3:39
EGF2557,CRJ7 ,KAMA,Amarillo Intl,"Amarillo, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:16,7/11/13 21:26,1:10
TCF5983,E170/Q ,KDTW,Detroit Metro Wayne Co,"Detroit, MI",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:17,7/11/13 23:00,2:43
ASQ2557,CRJ2/Q ,KAMA,Amarillo Intl,"Amarillo, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:17,7/11/13 21:19,1:02
AAL1648,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",7/11/13 20:17,7/11/13 22:05,1:48
AAL161,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAX,Los Angeles Intl,"Los Angeles, CA",7/11/13 20:18,7/11/13 22:55,2:37
AAL2331,MD83/Q ,KORD,Chicago O'Hare Intl,"Chicago, IL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:18,7/11/13 22:01,1:43
AAL1688,B752/Q ,KLAS,McCarran Intl,"Las Vegas, NV",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:19,7/11/13 22:46,2:27
AAL1524,B752/Q ,KSFO,San Francisco Intl,"San Francisco, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:19,7/11/13 23:29,3:10
EGF3030,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTYS,Mc Ghee Tyson,"Knoxville, TN",7/11/13 20:19,7/11/13 22:10,1:51
EGF3385,E135 ,MMCU,General Roberto Fierro Villalobos Int'l,"Chihuahua, Chihuahua",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:19,7/11/13 22:30,2:11
ASQ5558,CRJ9/Q ,KCVG,N Kentucky Intl,"Covington, KY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:20,7/11/13 22:47,2:27
AAL5,B763/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",PHNL,Honolulu Intl,"Honolulu, HI",7/11/13 20:20,7/12/13 3:55,7:35
EGF2849,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMLI,Quad City Intl,"Moline, IL",7/11/13 20:20,7/11/13 22:02,1:42
EGF2920,E145/Q ,KVPS,Eglin Afb,"Valparaiso, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:21,7/11/13 22:59,2:38
AAL694,B738 ,CYYC,Calgary Int'l,"Calgary, Alberta",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:21,7/11/13 23:57,3:36
AAL1463,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTUS,Tucson Intl,"Tucson, AZ",7/11/13 20:22,7/11/13 22:07,1:45
EGF3116,E145/Q ,KFAR,Hector Intl,"Fargo, ND",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:22,7/11/13 22:50,2:28
AAL1982,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBWI,Baltimore/Washington Intl,"Baltimore, MD",7/11/13 20:23,7/11/13 23:29,3:06
AAL608,MD83/Q ,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:24,7/11/13 22:33,2:09
EGF2737,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDRO,Durango-La Plata County,"Durango, CO",7/11/13 20:24,7/11/13 22:01,1:37
AAL738,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLGA,LaGuardia,"New York, NY",7/11/13 20:24,7/11/13 23:39,3:15
EGF3019,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTYR,Tyler Pounds Rgnl,"Tyler, TX",7/11/13 20:25,7/11/13 20:52,0:27
AAL802,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",CYUL,Montreal-Trudeau,"Montreal, Quebec",7/11/13 20:26,7/11/13 23:31,3:05
NKS875,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPDX,Portland Intl,"Portland, OR",7/11/13 20:26,7/11/13 23:51,3:25
AWE1274,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPHL,Philadelphia Intl,"Philadelphia, PA",7/11/13 20:28,7/11/13 23:37,3:09
UPS2978,A306/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGEG,Spokane Intl,"Spokane, WA",7/11/13 20:28,7/11/13 23:31,3:03
AAL1355,B738/Q ,KIAD,Washington Dulles Intl,"Washington, DC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:28,7/11/13 23:54,3:26
EGF2531,CRJ7 ,KSHV,Shreveport Rgnl,"Shreveport, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:29,7/11/13 20:29,n/a
ASQ2531,CRJ2/Q ,KSHV,Shreveport Rgnl,"Shreveport, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:29,7/11/13 21:10,0:41
EGF3354,E145/Q ,KDSM,Des Moines Intl,"Des Moines, IA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:29,7/11/13 22:42,2:13
EGF2883,E135 ,MMSP,Ponciano Arriaga Int'l,"San Luis Potosi, San Luis Potosi",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:30,7/11/13 21:56,1:26
ASQ2518,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCRW,Yeager,"Charleston, WV",7/11/13 20:30,7/11/13 22:39,2:09
AAL1554,B738/Q ,KSNA,John Wayne Arpt,"Santa Ana, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:30,7/11/13 23:03,2:33
AAL1474,B738 ,MMMX,Lic. Benito Juarez Int'l,Mexico City,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:30,7/11/13 22:31,2:01
AAL1512,MD80/Q ,KSAT,San Antonio Intl,"San Antonio, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:30,7/11/13 21:19,0:49
EGF3368,E135/Q ,KJAN,Jackson-Evers Intl,"Jackson, MS",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:31,7/11/13 21:56,1:25
EGF3215,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLBB,Lubbock Smith Intl,"Lubbock, TX",7/11/13 20:31,7/11/13 21:17,0:46
AAL763,B738/Q ,KLGA,LaGuardia,"New York, NY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:31,7/11/13 23:59,3:28
EGF2906,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBMI,Cent II Rgnl Arpt,"Bloomington/Normal, IL",7/11/13 20:32,7/11/13 22:21,1:49
AAL2115,MD80/Q ,KCRP,Corpus Christi Intl,"Corpus Christi, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:32,7/11/13 21:33,1:01
EGF2115,MD80 ,KCRP,Corpus Christi Intl,"Corpus Christi, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:32,7/11/13 20:32,n/a
EGF3276,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCHA,Lovell Field,"Chattanooga, TN",7/11/13 20:33,7/11/13 22:14,1:41
EJA841,C560/Q ,KICT,Wichita Mid-Continent,"Wichita, KS",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:33,7/11/13 22:34,2:01
EGF2989,E145/Q ,KMKE,General Mitchell Intl,"Milwaukee, WI",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:34,7/11/13 22:13,1:39
EGF2828,E135/Q ,KGRI,Central Nebraska Rgnl,"Grand Island, NE",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:34,7/11/13 22:11,1:37
AWE725,A321/Q ,KCLT,Charlotte/Douglas Intl,"Charlotte, NC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:37,7/11/13 22:55,2:18
AAL1505,MD80/Q ,KAUS,Austin-Bergstrom Intl,"Austin, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:38,7/11/13 21:20,0:42
TAI441,E190/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MSLP,El Salvador Int'l,San Salvador,7/11/13 20:39,7/11/13 20:39,n/a
UPS2038,A306/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KEWR,Newark Liberty Intl,"Newark, NJ",7/11/13 20:40,7/11/13 23:57,3:17
EGF3323,E145/Q ,KCLL,Easterwood Field,"College Station, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:41,7/11/13 21:18,0:37
ASQ4311,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAH,Houston Bush Int'ctl,"Houston, TX",7/11/13 20:41,7/11/13 21:24,0:43
AAL644,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLT,Charlotte/Douglas Intl,"Charlotte, NC",7/11/13 20:42,7/11/13 22:50,2:08
N268RP,PA46/G ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSGR,Sugar Land Rgnl,"Houston, TX",7/11/13 20:43,7/11/13 22:05,1:22
AAL1606,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMCO,Orlando Intl,"Orlando, FL",7/11/13 20:44,7/11/13 23:10,2:26
AAL1924,B738/Q ,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:45,7/12/13 0:08,3:23
AAL1292,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBNA,Nashville Intl,"Nashville, TN",7/11/13 20:45,7/11/13 22:11,1:26
AAL1054,MD83/Q ,KTUS,Tucson Intl,"Tucson, AZ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:45,7/11/13 23:01,2:16
AAL881,B738/Q ,KJFK,John F Kennedy Intl,"New York, NY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:46,7/12/13 0:12,3:26
AWE724,A321/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLT,Charlotte/Douglas Intl,"Charlotte, NC",7/11/13 20:47,7/11/13 23:00,2:13
AAL654,MD83/Q ,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:48,7/11/13 23:04,2:16
AAL2364,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KORD,Chicago O'Hare Intl,"Chicago, IL",7/11/13 20:48,7/11/13 22:39,1:51
EGF3297,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGJT,Grand Junction Regional,"Grand Junction, CO",7/11/13 20:49,7/11/13 22:37,1:48
NKS403,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",7/11/13 20:50,7/11/13 22:42,1:52
AAL468,MD80/Q ,KELP,El Paso Intl,"El Paso, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:50,7/11/13 21:39,0:48
EGF3420,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSPI,Abraham Lincoln Capital,"Springfield, IL",7/11/13 20:51,7/11/13 22:22,1:31
AAL2448,B738/Q ,KLAX,Los Angeles Intl,"Los Angeles, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:51,7/12/13 0:07,3:16
AAL1285,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne Arpt,"Santa Ana, CA",7/11/13 20:53,7/11/13 23:24,2:31
AAL1902,MD80/Q ,KFAT,Fresno Yosemite Intl,"Fresno, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:54,7/11/13 23:31,2:37
AAL1345,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",7/11/13 20:55,7/11/13 22:49,1:54
AAL1242,MD83/Q ,KDEN,Denver Intl,"Denver, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:56,7/11/13 22:40,1:44
EGF2782,E145/Q ,KRAP,Rapid City Rgnl,"Rapid City, SD",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:57,7/11/13 23:10,2:13
AAL2335,MD80/Q ,KORD,Chicago O'Hare Intl,"Chicago, IL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 20:58,7/11/13 22:59,2:01
EGF2864,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KEVV,Evansville Rgnl,"Evansville, IN",7/11/13 20:59,7/11/13 22:26,1:27
AAL9253,B738/Q ,MMCZ,Cozumel Int'l,"Cozumel, Quintana Roo",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 21:00,7/12/13 0:33,3:33
AAL1845,MD83/Q ,KBWI,Baltimore/Washington Intl,"Baltimore, MD",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 21:01,7/12/13 0:10,3:09
