Ident,Type,Origin,Origin Name,Origin City,Destination,Destination Name,Destination City,Departure Time,Arrival Time,Enroute
AAL2102,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MYNN,Lynden Pindling Int'l (Nassau),Nassau,7/11/13 15:42,7/11/13 18:27,2:45
AAL805,MD80/Q ,KIND,Indianapolis Intl,"Indianapolis, IN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:42,7/11/13 17:28,1:46
EGF3442,E145/Q ,KLAW,Lawton-Fort Sill Rgnl,"Lawton, OK",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:43,7/11/13 16:11,0:28
ASQ2570,CRJ2/Q ,KRAP,Rapid City Rgnl,"Rapid City, SD",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:43,7/11/13 17:40,1:57
AAL684,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",CYYZ,Toronto Pearson Int'l,"Toronto, Ontario",7/11/13 15:43,7/11/13 18:10,2:27
AAL1544,B738/Q ,KSFO,San Francisco Intl,"San Francisco, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:44,7/11/13 18:42,2:58
AAL2024,B752/Q ,KTUL,Tulsa Intl,"Tulsa, OK",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:44,7/11/13 16:23,0:39
AAL447,MD83/Q ,KCLT,Charlotte/Douglas Intl,"Charlotte, NC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:45,7/11/13 17:51,2:06
EGF3319,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLFT,Lafayette Rgnl,"Lafayette, LA",7/11/13 15:45,7/11/13 16:42,0:57
ASQ2525,CRJ2/Q ,KGRK,Robert Gray Aaf,"Fort Hood/Killeen, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:46,7/11/13 16:13,0:27
AAL634,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDCA,Reagan National,"Washington, DC",7/11/13 15:46,7/11/13 18:19,2:33
AAL1629,MD80/Q ,KSAT,San Antonio Intl,"San Antonio, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:47,7/11/13 16:32,0:45
N461SB,PA46/R ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KRPH,Graham Muni,"Graham, TX",7/11/13 15:47,7/11/13 16:18,0:31
AAL648,MD83/Q ,KSAN,San Diego Intl,"San Diego, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:48,7/11/13 18:24,2:36
AAL1037,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",CYYC,Calgary Int'l,"Calgary, Alberta",7/11/13 15:48,7/11/13 19:02,3:14
AAL2297,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSFO,San Francisco Intl,"San Francisco, CA",7/11/13 15:49,7/11/13 18:53,3:04
AAL739,B738/Q ,KLGA,LaGuardia,"New York, NY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:50,7/11/13 18:53,3:03
EGF3692,E135/Q ,KAEX,Alexandria Intl,"Alexandria, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:50,7/11/13 16:42,0:52
AAL1569,MD80/Q ,KOKC,Will Rogers World,"Oklahoma City, OK",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:52,7/11/13 16:22,0:30
AAL493,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSEA,Seattle-Tacoma Intl,"Seattle, WA",7/11/13 15:52,7/11/13 19:25,3:33
EGF3449,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGJT,Grand Junction Regional,"Grand Junction, CO",7/11/13 15:53,7/11/13 17:40,1:47
AAL310,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KJAX,Jacksonville Intl,"Jacksonville, FL",7/11/13 15:53,7/11/13 18:03,2:10
NKS469,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAS,McCarran Intl,"Las Vegas, NV",7/11/13 15:53,7/11/13 18:13,2:20
AAL1099,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",7/11/13 15:55,7/11/13 17:15,1:20
AAL282,B738/Q ,CYVR,Vancouver Int'l,"Vancouver, British Columbia",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:55,7/11/13 19:22,3:27
EGF2731,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPNS,Pensacola Gulf Coast Rgnl,"Pensacola, FL",7/11/13 15:56,7/11/13 17:23,1:27
EGF2879,E145/Q ,KSPS,Sheppard Afb ,"Wichita Falls, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:56,7/11/13 16:24,0:28
AAL1951,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne Arpt,"Santa Ana, CA",7/11/13 15:56,7/11/13 18:25,2:29
ASQ2537,CRJ2/Q ,KAMA,Amarillo Intl,"Amarillo, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:56,7/11/13 16:44,0:48
AAL870,B738/Q ,KSNA,John Wayne Arpt,"Santa Ana, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:57,7/11/13 18:30,2:33
AWE1273,A319/Q ,KPHL,Philadelphia Intl,"Philadelphia, PA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:57,7/11/13 18:47,2:50
AAL1808,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KRSW,Southwest Florida Intl,"Fort Myers, FL",7/11/13 15:58,7/11/13 18:20,2:22
EGF2896,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMMZ,General Rafael Buelna Int'l,"Mazatlan, Sinaloa",7/11/13 15:58,7/11/13 17:55,1:57
AWE1268,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPHL,Philadelphia Intl,"Philadelphia, PA",7/11/13 15:59,7/11/13 19:07,3:08
AAL860,MD83/Q ,KPDX,Portland Intl,"Portland, OR",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 15:59,7/11/13 19:16,3:17
AAL435,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KAUS,Austin-Bergstrom Intl,"Austin, TX",7/11/13 15:59,7/11/13 16:30,0:31
AAL720,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLGA,LaGuardia,"New York, NY",7/11/13 16:00,7/11/13 19:15,3:15
EGF3408,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDRO,Durango-La Plata County,"Durango, CO",7/11/13 16:00,7/11/13 17:34,1:34
EGF3032,E135/Q ,KTYR,Tyler Pounds Rgnl,"Tyler, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:00,7/11/13 16:26,0:26
AAL123,B763/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",PHNL,Honolulu Intl,"Honolulu, HI",7/11/13 16:01,7/11/13 23:26,7:25
AAL2342,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KORD,Chicago O'Hare Intl,"Chicago, IL",7/11/13 16:02,7/11/13 17:48,1:46
AAL385,MD83 ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KELP,El Paso Intl,"El Paso, TX",7/11/13 16:02,7/11/13 17:09,1:07
AAL385P,MD82/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KELP,El Paso Intl,"El Paso, TX",7/11/13 16:03,7/11/13 17:16,1:13
EGF2812,E135/Q ,KCAE,Columbia Metropolitan,"Columbia, SC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:03,7/11/13 18:12,2:09
ASQ2551,CRJ2/Q ,KVPS,Eglin Afb,"Valparaiso, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:03,7/11/13 17:35,1:32
AAL385,MD83/Q ,KBNA,Nashville Intl,"Nashville, TN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:03,7/11/13 17:27,1:24
AAL640,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMIA,Miami Intl,"Miami, FL",7/11/13 16:03,7/11/13 18:23,2:20
ASQ6180,E45X/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAH,Houston Bush Int'ctl,"Houston, TX",7/11/13 16:04,7/11/13 16:47,0:43
N233DF,BE33/G ,L 31.65 -94.83333333333333,,,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:04,7/11/13 17:04,1:00
AAL2430,B752/Q ,KLAX,Los Angeles Intl,"Los Angeles, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:04,7/11/13 18:39,2:35
EGF2727,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KABI,Abilene Rgnl,"Abilene, TX",7/11/13 16:04,7/11/13 16:36,0:32
AAL1549,B738/Q ,KBOS,Boston Logan Intl,"Boston, MA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:05,7/11/13 19:39,3:34
FLG3324,CRJ9/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KJFK,John F Kennedy Intl,"New York, NY",7/11/13 16:05,7/11/13 19:31,3:26
AAL1362,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDTW,Detroit Metro Wayne Co,"Detroit, MI",7/11/13 16:06,7/11/13 18:14,2:08
AAL1413,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSAN,San Diego Intl,"San Diego, CA",7/11/13 16:06,7/11/13 18:29,2:23
AAL1537,MD83/Q ,KRDU,Raleigh-Durham Intl,"Raleigh/Durham, NC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:06,7/11/13 18:41,2:35
ASQ2554,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTXK,Texarkana Rgnl-Webb Field,"Texarkana, AR",7/11/13 16:07,7/11/13 16:39,0:32
AAL877,B738/Q ,KFLL,Hollywood Int'l,"Fort Lauderdale, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:07,7/11/13 18:33,2:26
AAL1285,B738/Q ,KDCA,Reagan National,"Washington, DC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:08,7/11/13 18:44,2:36
AAL1189,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",CYVR,Vancouver Int'l,"Vancouver, British Columbia",7/11/13 16:08,7/11/13 19:47,3:39
AAL1378,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTUL,Tulsa Intl,"Tulsa, OK",7/11/13 16:09,7/11/13 16:50,0:41
AAL2042,MD83/Q ,KTUS,Tucson Intl,"Tucson, AZ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:09,7/11/13 18:01,1:52
AAL2321,MD83/Q ,KORD,Chicago O'Hare Intl,"Chicago, IL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:10,7/11/13 17:53,1:43
TCF3528,E170/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDEN,Denver Intl,"Denver, CO",7/11/13 16:10,7/11/13 17:47,1:37
AAL864,MD80/Q ,KAUS,Austin-Bergstrom Intl,"Austin, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:11,7/11/13 16:49,0:38
EJA830,C560/Q ,KEGE,Eagle County Rgnl,"Eagle, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:12,7/11/13 18:02,1:50
AAL1884,MD83/Q ,KSJC,San Jose Int'l,"San Jose, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:12,7/11/13 19:13,3:01
AAL522,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBNA,Nashville Intl,"Nashville, TN",7/11/13 16:13,7/11/13 17:36,1:23
EGF2880,E145/Q ,KMGM,Montgomery Rgnl ,"Montgomery, AL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:13,7/11/13 17:50,1:37
AAL678,B752/Q ,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:14,7/11/13 19:31,3:17
EGF2961,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCRP,Corpus Christi Intl,"Corpus Christi, TX",7/11/13 16:15,7/11/13 17:10,0:55
VRD874,A319/L ,KLAX,Los Angeles Intl,"Los Angeles, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:15,7/11/13 19:00,2:45
AAL519,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAH,Houston Bush Int'ctl,"Houston, TX",7/11/13 16:15,7/11/13 16:58,0:43
AAL1279,MD80/Q ,KOMA,Eppley Airfield,"Omaha, NE",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:16,7/11/13 17:36,1:20
EGF3064,E145/Q ,KBHM,Birmingham-Shuttlesworth Intl,"Birmingham, AL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:16,7/11/13 17:40,1:24
EGF3123,E135/Q ,KCRP,Corpus Christi Intl,"Corpus Christi, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:17,7/11/13 17:23,1:06
AAL1097,MD83/Q ,KMCI,Kansas City Intl,"Kansas City, MO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:18,7/11/13 17:21,1:03
AAL1904,MD80/Q ,KIAH,Houston Bush Int'ctl,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:18,7/11/13 16:58,0:40
DAL1844,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDTW,Detroit Metro Wayne Co,"Detroit, MI",7/11/13 16:19,7/11/13 18:37,2:18
EGF3415,E145/Q ,KGSO,Piedmont Triad Intl,"Greensboro, NC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:19,7/11/13 18:41,2:22
SKW6198,CRJ7/Q ,KSFO,San Francisco Intl,"San Francisco, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:19,7/11/13 19:20,3:01
EGF3578,E145/Q ,KPNS,Pensacola Gulf Coast Rgnl,"Pensacola, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:20,7/11/13 17:51,1:31
AAL2058,MD80/Q ,KMFE,Mc Allen Miller Intl,"Mc Allen, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:20,7/11/13 17:31,1:11
AAL2269,MD80/Q ,KRIC,Richmond Intl,"Richmond, VA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:20,7/11/13 18:59,2:39
AAL1107,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSLC,Salt Lake City Intl,"Salt Lake City, UT",7/11/13 16:20,7/11/13 18:33,2:13
AAL1387,MD80/Q ,KBNA,Nashville Intl,"Nashville, TN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:20,7/11/13 17:45,1:25
DAL1665,A320/Q ,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:20,7/11/13 18:27,2:07
AAL1465,B738/Q ,KDCA,Reagan National,"Washington, DC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:21,7/11/13 19:04,2:43
CPZ5694,E170/Q ,KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:22,7/11/13 18:17,1:55
ASQ4299,E135/Q ,KIAH,Houston Bush Int'ctl,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:23,7/11/13 17:05,0:42
EGF3182,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAW,Lawton-Fort Sill Rgnl,"Lawton, OK",7/11/13 16:23,7/11/13 16:52,0:29
AAL1088,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KRDU,Raleigh-Durham Intl,"Raleigh/Durham, NC",7/11/13 16:24,7/11/13 18:43,2:19
EGF3648,E145/Q ,KMLU,Monroe Rgnl,"Monroe, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:24,7/11/13 17:20,0:56
EGF2799,E145/Q ,KACT,Waco Rgnl,"Waco, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:24,7/11/13 16:51,0:27
AAL1111,MD80/Q ,KCLT,Charlotte/Douglas Intl,"Charlotte, NC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:26,7/11/13 18:26,2:00
AWE1972,A321/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLT,Charlotte/Douglas Intl,"Charlotte, NC",7/11/13 16:27,7/11/13 18:25,1:58
NKS904,A320/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMCO,Orlando Intl,"Orlando, FL",7/11/13 16:28,7/11/13 18:48,2:20
EGF2904,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCID,The Eastern Iowa,"Cedar Rapids, IA",7/11/13 16:28,7/11/13 18:07,1:39
AWE542,A320/Q ,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:28,7/11/13 18:25,1:57
NKS115,A319/Q ,KIAH,Houston Bush Int'ctl,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:28,7/11/13 17:10,0:42
ASQ2536,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMAF,Midland Intl,"Midland, TX",7/11/13 16:29,7/11/13 17:19,0:50
AAL1356,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAD,Washington Dulles Intl,"Washington, DC",7/11/13 16:29,7/11/13 19:23,2:54
AAL603,MD83/Q ,KDTW,Detroit Metro Wayne Co,"Detroit, MI",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:29,7/11/13 18:42,2:13
AAL1029,B752/Q ,KMIA,Miami Intl,"Miami, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:30,7/11/13 18:56,2:26
AAL1295,MD80/Q ,KCLE,Cleveland-Hopkins Intl,"Cleveland, OH",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:31,7/11/13 18:49,2:18
AAL2425,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAX,Los Angeles Intl,"Los Angeles, CA",7/11/13 16:31,7/11/13 19:05,2:34
EGF3356,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCVG,N Kentucky Intl,"Covington, KY",7/11/13 16:31,7/11/13 18:27,1:56
AAL2432,MD80/Q ,KLAX,Los Angeles Intl,"Los Angeles, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:31,7/11/13 19:24,2:53
EGF3053,E145/Q ,KMHK,Manhattan Rgnl,"Manhattan, KS",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:32,7/11/13 17:41,1:09
FLG3265,CRJ9/Q ,KPIT,Pittsburgh Intl,"Pittsburgh, PA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:32,7/11/13 19:01,2:29
AAL680,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMCI,Kansas City Intl,"Kansas City, MO",7/11/13 16:32,7/11/13 17:43,1:11
EGF3098,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KHOU,William P Hobby,"Houston, TX",7/11/13 16:32,7/11/13 17:16,0:44
EGF2934,E145/Q ,KCVG,N Kentucky Intl,"Covington, KY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:33,7/11/13 18:27,1:54
AAL2094,MD80/Q ,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:33,7/11/13 17:49,1:16
EGF2728,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KVPS,Eglin Afb,"Valparaiso, FL",7/11/13 16:34,7/11/13 18:23,1:49
ASQ2503,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KAMA,Amarillo Intl,"Amarillo, TX",7/11/13 16:35,7/11/13 17:22,0:47
AAL1298,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPIT,Pittsburgh Intl,"Pittsburgh, PA",7/11/13 16:35,7/11/13 18:48,2:13
AAL1486,B738/Q ,KSFO,San Francisco Intl,"San Francisco, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:35,7/11/13 19:31,2:56
UAL291,A320/Q ,KDEN,Denver Intl,"Denver, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:35,7/11/13 18:02,1:27
EGF2938,E145/Q ,KSHV,Shreveport Rgnl,"Shreveport, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:36,7/11/13 17:17,0:41
AAL743,MD80/Q ,KLGA,LaGuardia,"New York, NY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:37,7/11/13 19:47,3:10
AAL2217,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDEN,Denver Intl,"Denver, CO",7/11/13 16:37,7/11/13 18:16,1:39
EGF3436,E145/Q ,KCLL,Easterwood Field,"College Station, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:38,7/11/13 17:26,0:48
EGF3393,E135/Q ,KSJT,San Angelo Rgnl,"San Angelo, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:38,7/11/13 17:22,0:44
DAL2110,MD88/Q ,KATL,Hartsfield-Jackson Intl,"Atlanta, GA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:38,7/11/13 18:16,1:38
UAL1219,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KEWR,Newark Liberty Intl,"Newark, NJ",7/11/13 16:39,7/11/13 19:46,3:07
NKS823,A319/Q ,KMYR,Myrtle Beach Intl,"Myrtle Beach, SC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:39,7/11/13 19:03,2:24
AAL1309,MD80/Q ,KTPA,Tampa Intl,"Tampa, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:39,7/11/13 18:53,2:14
EGF3620,E145/Q ,KHSV,Huntsville Intl,"Huntsville, AL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:39,7/11/13 18:10,1:31
AAL1352,B752/Q ,MMUN,Cancun Int'l,"Cancun, Quintana Roo",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:39,7/11/13 18:51,2:12
DAL1409,A320/Q ,KDTW,Detroit Metro Wayne Co,"Detroit, MI",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:40,7/11/13 18:50,2:10
AAL524,MD80/Q ,KCOS,Colorado Sprgs Muni,"Colorado Springs, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:40,7/11/13 18:02,1:22
AAL1257,MD80/Q ,KLIT,Bill And Hillary Clinton National/Adams Field,"Little Rock, AR",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:40,7/11/13 17:25,0:45
AAL1983,MD80/Q ,KCMH,Port Columbus Intl,"Columbus, OH",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:42,7/11/13 18:45,2:03
EGF3025,E145/Q ,KDSM,Des Moines Intl,"Des Moines, IA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:43,7/11/13 18:09,1:26
EGF2802,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSGF,Springfield Arpt,"Springfield, MO",7/11/13 16:43,7/11/13 17:41,0:58
EGF3605,E145/Q ,KGGG,East Texas Rgnl,"Longview, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:44,7/11/13 17:13,0:29
EGF2957,E145/Q ,KMAF,Midland Intl,"Midland, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:44,7/11/13 17:39,0:55
JBU1214,A320/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBOS,Boston Logan Intl,"Boston, MA",7/11/13 16:45,7/11/13 20:05,3:20
EGF9800,E135/Q ,MMHO,General Ignacio Pesqueira Garcia Int'l,"Hermosillo, Sonora",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:45,7/11/13 19:12,2:27
CPZ5791,E170/Q ,KLGA,LaGuardia,"New York, NY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 16:45,7/11/13 20:01,3:16
